index,user_id,events,view_events,cart_events,remove_from_cart_events,purchase_events,revenue,first_event_time,last_event_time,cart_to_purchase_flag,cart_abandonment_flag,purchase_rate_per_event,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_segment
31188,340068980,17,1,0,0,16,56.92,2019-12-08 09:20:35+00:00,2019-12-12 18:28:08+00:00,0,0,0.9411764705882353,79.2304513888889,16,56.92,2,4,4,10,At-risk loyal buyers
31190,340081041,76,42,21,10,3,15.72,2020-01-12 16:33:52+00:00,2020-02-15 15:56:11+00:00,1,0,0.039473684210526314,14.335972222222223,3,15.72,4,2,2,8,New buyers
31201,340153028,21,12,2,5,2,22.45,2019-10-20 18:56:51+00:00,2019-10-27 15:19:21+00:00,1,0,0.09523809523809523,125.36155092592593,2,22.45,1,1,2,4,Inactive buyers
31216,340189216,635,253,144,176,62,220.04999999999998,2019-10-12 15:01:09+00:00,2020-02-18 09:22:46+00:00,1,0,0.09763779527559055,11.609178240740741,62,220.04999999999998,5,5,5,15,Champions
31232,340250603,51,25,14,5,7,35.0,2019-10-03 16:36:35+00:00,2020-02-26 07:36:11+00:00,1,0,0.13725490196078433,3.6831944444444447,7,35.0,5,3,3,11,Regular buyers
31241,340285236,28,0,15,3,10,31.15,2020-01-14 10:57:44+00:00,2020-01-14 11:08:43+00:00,1,0,0.35714285714285715,46.53560185185185,10,31.15,3,4,3,10,Regular buyers
31245,340296620,23,21,1,0,1,15.16,2019-11-03 13:09:12+00:00,2019-11-07 07:50:17+00:00,1,0,0.043478260869565216,114.67340277777778,1,15.16,1,1,2,4,Inactive buyers
31251,340314825,21,7,7,2,5,19.05,2019-12-08 17:00:24+00:00,2019-12-08 18:17:22+00:00,1,0,0.23809523809523808,83.23792824074074,5,19.05,2,2,2,6,Inactive buyers
31257,340350163,54,39,9,0,6,19.35,2019-11-02 19:54:10+00:00,2020-02-23 11:52:07+00:00,1,0,0.1111111111111111,6.505462962962963,6,19.35,5,3,2,10,Regular buyers
31269,340389652,752,198,266,265,23,111.07000000000001,2019-11-21 08:00:40+00:00,2020-02-25 06:28:08+00:00,1,0,0.030585106382978722,4.730451388888889,23,111.07000000000001,5,5,5,15,Champions
31309,340501002,128,40,40,42,6,27.27,2019-10-29 11:48:58+00:00,2019-11-24 11:27:35+00:00,1,0,0.046875,97.5225,6,27.27,2,3,3,8,Regular buyers
31328,340561455,236,18,100,99,19,40.51,2019-12-21 15:23:04+00:00,2020-02-26 08:29:09+00:00,1,0,0.08050847457627118,3.646412037037037,19,40.51,5,5,3,13,Regular buyers
31333,340577508,18,2,8,0,8,48.43,2019-10-15 15:39:29+00:00,2019-10-16 05:51:47+00:00,1,0,0.4444444444444444,136.75569444444446,8,48.43,1,3,4,8,Regular buyers
31334,340578497,135,44,45,17,29,65.8,2019-10-21 14:11:49+00:00,2020-02-16 15:24:33+00:00,1,0,0.21481481481481482,13.357939814814815,29,65.8,4,5,4,13,Champions
31348,340640367,33,25,4,0,4,25.22,2019-11-06 07:20:59+00:00,2020-01-28 09:14:28+00:00,1,0,0.12121212121212122,32.61494212962963,4,25.22,3,2,3,8,Regular buyers
31358,340700777,50,37,7,2,4,32.5,2019-11-24 10:30:14+00:00,2019-11-24 13:45:51+00:00,1,0,0.08,97.42648148148149,4,32.5,2,2,3,7,Inactive buyers
31363,340723470,126,73,29,6,18,214.04,2019-10-05 08:58:19+00:00,2020-01-08 17:41:52+00:00,1,0,0.14285714285714285,52.26258101851852,18,214.04,3,5,5,13,Regular buyers
31366,340735662,157,53,48,42,14,134.54000000000002,2019-10-04 15:46:30+00:00,2020-02-22 17:54:08+00:00,1,0,0.08917197452229299,7.2540625,14,134.54000000000002,5,4,5,14,Champions
31379,340765631,33,9,13,3,8,8.35,2020-02-08 22:14:10+00:00,2020-02-25 17:47:37+00:00,1,0,0.24242424242424243,4.258587962962963,8,8.35,5,3,1,9,Regular buyers
31390,34080306,52,24,12,12,4,27.7,2019-10-30 17:42:45+00:00,2019-12-12 15:26:30+00:00,1,0,0.07692307692307693,79.35658564814815,4,27.7,2,2,3,7,Inactive buyers
31406,340855905,38,16,11,5,6,46.09,2020-01-14 12:43:55+00:00,2020-01-23 06:38:52+00:00,1,0,0.15789473684210525,37.722997685185184,6,46.09,3,3,4,10,Regular buyers
31433,340920615,80,72,4,3,1,54.29,2019-10-17 15:27:19+00:00,2020-01-10 16:39:49+00:00,1,0,0.0125,50.305671296296296,1,54.29,3,1,4,8,High-value occasional buyers
31455,340984766,18,5,7,0,6,20.009999999999998,2019-10-20 18:49:06+00:00,2019-10-20 19:11:14+00:00,1,0,0.3333333333333333,132.20052083333334,6,20.009999999999998,1,3,2,6,Regular buyers
31463,341011754,14,6,4,1,3,24.659999999999997,2019-10-20 18:18:12+00:00,2019-10-20 18:37:27+00:00,1,0,0.21428571428571427,132.22398148148147,3,24.659999999999997,1,2,2,5,Inactive buyers
31475,341049793,19,8,5,4,2,14.59,2020-02-19 16:09:50+00:00,2020-02-20 10:48:11+00:00,1,0,0.10526315789473684,9.549861111111111,2,14.59,5,1,2,8,New buyers
31479,341064609,247,59,80,102,6,92.41,2019-11-01 20:17:06+00:00,2020-02-23 20:23:19+00:00,1,0,0.024291497975708502,6.150462962962963,6,92.41,5,3,5,13,Regular buyers
31485,341073403,894,370,203,299,22,148.69,2019-10-16 21:15:53+00:00,2020-02-14 20:30:36+00:00,1,0,0.024608501118568233,15.145405092592593,22,148.69,4,5,5,14,Champions
31491,341100642,15,3,5,4,3,14.51,2019-11-01 14:31:12+00:00,2019-11-01 14:47:12+00:00,1,0,0.2,120.38387731481481,3,14.51,1,2,2,5,Inactive buyers
31498,341166356,235,43,76,100,16,40.54,2019-10-15 11:16:18+00:00,2020-01-24 18:34:54+00:00,1,0,0.06808510638297872,36.22575231481481,16,40.54,3,4,3,10,Regular buyers
31501,341191858,4,1,2,0,1,7.94,2020-01-08 15:27:57+00:00,2020-01-08 15:31:59+00:00,1,0,0.25,52.352777777777774,1,7.94,3,1,1,5,Regular buyers
31503,341199713,4,0,2,0,2,19.830000000000002,2020-01-30 09:22:01+00:00,2020-01-30 10:22:35+00:00,1,0,0.5,30.56763888888889,2,19.830000000000002,4,1,2,7,New buyers
31513,341219678,190,69,60,45,16,44.15,2020-01-12 19:23:05+00:00,2020-02-19 19:13:52+00:00,1,0,0.08421052631578947,10.19869212962963,16,44.15,5,4,4,13,Champions
31527,341255929,19,8,5,2,4,9.8,2019-12-22 14:01:56+00:00,2019-12-23 12:38:52+00:00,1,0,0.21052631578947367,68.47299768518519,4,9.8,2,2,1,5,Inactive buyers
31528,341257838,59,11,11,31,6,32.6,2019-10-13 18:48:40+00:00,2019-10-13 19:25:54+00:00,1,0,0.1016949152542373,139.19033564814814,6,32.6,1,3,3,7,Regular buyers
31537,341277005,47,22,11,9,5,34.0,2019-11-16 08:11:55+00:00,2019-11-25 16:46:28+00:00,1,0,0.10638297872340426,96.30105324074074,5,34.0,2,2,3,7,Inactive buyers
31541,341291467,89,33,27,22,7,12.56,2019-11-25 14:35:49+00:00,2019-11-26 14:57:42+00:00,1,0,0.07865168539325842,95.37658564814815,7,12.56,2,3,1,6,Regular buyers
31554,341332675,138,70,26,33,9,97.26,2019-11-11 11:10:21+00:00,2019-12-23 21:16:49+00:00,1,0,0.06521739130434782,68.11331018518518,9,97.26,2,4,5,11,At-risk loyal buyers
31555,341337207,49,4,20,16,9,64.35,2019-11-11 11:06:30+00:00,2019-11-29 08:46:58+00:00,1,0,0.1836734693877551,92.63403935185185,9,64.35,2,4,4,10,At-risk loyal buyers
31562,341356424,176,64,54,37,21,103.62,2020-01-23 20:09:26+00:00,2020-02-20 08:55:15+00:00,1,0,0.11931818181818182,9.628287037037037,21,103.62,5,5,5,15,Champions
31576,341390310,11,5,3,2,1,45.24,2019-12-09 14:48:02+00:00,2019-12-09 15:13:22+00:00,1,0,0.09090909090909091,82.36570601851852,1,45.24,2,1,4,7,Inactive buyers
31581,341417771,2,0,1,0,1,14.29,2020-01-03 08:23:14+00:00,2020-01-03 08:44:39+00:00,1,0,0.5,57.63564814814815,1,14.29,3,1,2,6,Regular buyers
31601,341459645,55,12,22,7,14,41.07,2019-10-14 18:11:39+00:00,2019-10-14 21:01:11+00:00,1,0,0.2545454545454545,138.12416666666667,14,41.07,1,4,3,8,At-risk loyal buyers
31608,341479840,419,154,117,127,21,112.99,2019-10-13 13:10:10+00:00,2020-01-30 10:39:17+00:00,1,0,0.050119331742243436,30.556041666666665,21,112.99,4,5,5,14,Champions
31611,341485401,20,3,15,1,1,7.78,2020-01-26 17:39:46+00:00,2020-02-22 20:02:07+00:00,1,0,0.05,7.1651851851851855,1,7.78,5,1,1,7,New buyers
31613,341488439,114,84,13,9,8,32.07,2019-10-21 13:20:15+00:00,2020-02-08 16:40:52+00:00,1,0,0.07017543859649122,21.30494212962963,8,32.07,4,3,3,10,Regular buyers
31617,341501957,136,113,11,7,5,13.92,2020-01-29 10:45:06+00:00,2020-01-30 19:19:29+00:00,1,0,0.03676470588235294,30.194791666666667,5,13.92,4,2,1,7,New buyers
31619,341503620,48,11,27,1,9,30.72,2019-10-21 17:01:19+00:00,2019-12-07 05:46:18+00:00,1,0,0.1875,84.75950231481481,9,30.72,2,4,3,9,At-risk loyal buyers
31625,341522365,199,62,74,38,25,93.88,2019-10-02 11:02:05+00:00,2019-12-19 10:03:18+00:00,1,0,0.12562814070351758,72.5810300925926,25,93.88,2,5,5,12,At-risk loyal buyers
31634,341550826,51,26,12,6,7,53.59,2019-10-24 16:55:21+00:00,2019-11-16 18:42:13+00:00,1,0,0.13725490196078433,105.2206712962963,7,53.59,1,3,4,8,Regular buyers
31635,341552994,919,209,478,140,92,386.07,2019-10-04 04:15:57+00:00,2020-02-25 12:49:17+00:00,1,0,0.10010881392818281,4.465763888888889,92,386.07,5,5,5,15,Champions
31638,341557108,595,376,99,77,43,266.49,2019-10-01 05:48:54+00:00,2020-02-29 20:34:50+00:00,1,0,0.07226890756302522,0.1424652777777778,43,266.49,5,5,5,15,Champions
31642,341570798,13,5,4,1,3,14.14,2020-01-19 19:59:08+00:00,2020-01-19 21:53:35+00:00,1,0,0.23076923076923078,41.08777777777778,3,14.14,3,2,1,6,Regular buyers
31648,341577297,142,103,17,13,9,41.06,2019-12-02 13:00:29+00:00,2019-12-24 18:12:20+00:00,1,0,0.06338028169014084,67.24142361111112,9,41.06,2,4,3,9,At-risk loyal buyers
31653,341603181,10,8,1,0,1,79.21,2020-01-22 18:15:09+00:00,2020-01-23 18:36:01+00:00,1,0,0.1,37.22497685185185,1,79.21,3,1,5,9,High-value occasional buyers
31654,341608651,233,54,71,100,8,34.22,2019-10-02 21:23:33+00:00,2019-12-18 21:56:04+00:00,1,0,0.034334763948497854,73.08605324074074,8,34.22,2,3,3,8,Regular buyers
31656,341613195,42,6,22,6,8,28.05,2019-10-07 13:25:10+00:00,2019-10-12 15:13:42+00:00,1,0,0.19047619047619047,140.36547453703704,8,28.05,1,3,3,7,Regular buyers
31659,341618624,24,15,6,0,3,11.86,2019-10-01 05:00:53+00:00,2020-02-28 18:47:12+00:00,1,0,0.125,1.2172106481481482,3,11.86,5,2,1,8,New buyers
31663,341647197,663,28,339,108,188,363.92,2019-10-01 02:01:33+00:00,2020-02-24 11:10:32+00:00,1,0,0.28355957767722473,5.534340277777778,188,363.92,5,5,5,15,Champions
31669,341684140,12,1,6,2,3,36.67,2019-10-04 09:04:54+00:00,2019-10-10 06:50:27+00:00,1,0,0.25,142.7149537037037,3,36.67,1,2,3,6,Inactive buyers
31670,341692634,42,22,11,1,8,23.95,2019-11-18 13:16:06+00:00,2019-11-19 11:15:10+00:00,1,0,0.19047619047619047,102.53112268518518,8,23.95,1,3,2,6,Regular buyers
31678,341719988,47,30,7,4,6,18.82,2019-12-25 07:31:31+00:00,2020-02-11 13:07:00+00:00,1,0,0.1276595744680851,18.45346064814815,6,18.82,4,3,2,9,Regular buyers
31680,341729724,584,211,161,158,54,244.98000000000002,2019-10-01 18:04:46+00:00,2020-02-27 22:00:15+00:00,1,0,0.09246575342465753,2.083148148148148,54,244.98000000000002,5,5,5,15,Champions
31681,341732888,15,1,13,0,1,3.49,2020-02-12 07:33:46+00:00,2020-02-12 07:41:00+00:00,1,0,0.06666666666666667,17.679849537037036,1,3.49,4,1,1,6,New buyers
31684,341741566,41,20,11,2,8,16.95,2019-11-28 06:59:03+00:00,2019-11-28 20:35:23+00:00,1,0,0.1951219512195122,93.14208333333333,8,16.95,2,3,2,7,Regular buyers
31700,341793685,107,32,32,21,22,83.8,2019-10-05 13:25:41+00:00,2020-02-13 05:33:15+00:00,1,0,0.205607476635514,16.768564814814816,22,83.8,4,5,5,14,Champions
31704,341800409,56,13,24,10,9,15.2,2019-11-01 16:08:33+00:00,2019-11-03 14:43:34+00:00,1,0,0.16071428571428573,118.38640046296297,9,15.2,1,4,2,7,At-risk loyal buyers
31716,341841196,44,12,16,8,8,57.44,2019-10-17 12:29:11+00:00,2020-01-17 12:47:48+00:00,1,0,0.18181818181818182,43.46679398148148,8,57.44,3,3,4,10,Regular buyers
31718,341844294,12,0,2,8,2,9.58,2019-11-20 15:31:20+00:00,2019-11-20 15:40:06+00:00,1,0,0.16666666666666666,101.3471412037037,2,9.58,1,1,1,3,Inactive buyers
31727,341862531,30,12,5,4,9,40.15,2019-12-10 06:07:32+00:00,2020-01-15 13:48:39+00:00,1,0,0.3,45.424537037037034,9,40.15,3,4,3,10,Regular buyers
31728,341865684,152,59,45,35,13,89.17000000000002,2019-10-08 12:07:48+00:00,2020-01-27 11:01:13+00:00,1,0,0.08552631578947369,33.54081018518519,13,89.17000000000002,3,4,5,12,Regular buyers
31730,341875646,49,19,11,17,2,12.92,2019-12-13 17:15:33+00:00,2019-12-19 21:50:17+00:00,1,0,0.04081632653061224,72.09006944444444,2,12.92,2,1,1,4,Inactive buyers
31752,341932949,84,5,40,6,33,105.7,2019-10-28 20:56:20+00:00,2019-11-20 20:47:23+00:00,1,0,0.39285714285714285,101.13375,33,105.7,1,5,5,11,At-risk loyal buyers
31753,341945846,41,25,2,11,3,20.72,2019-10-05 07:10:15+00:00,2019-10-05 10:28:07+00:00,1,0,0.07317073170731707,147.5637962962963,3,20.72,1,2,2,5,Inactive buyers
31754,341949429,10,5,2,1,2,14.28,2019-10-02 20:37:29+00:00,2019-10-02 20:42:07+00:00,1,0,0.2,150.1374074074074,2,14.28,1,1,2,4,Inactive buyers
31770,341985617,210,39,64,98,9,32.61,2019-10-12 19:14:19+00:00,2020-02-09 18:28:21+00:00,1,0,0.04285714285714286,20.230300925925928,9,32.61,4,4,3,11,Regular buyers
31774,342000698,92,9,42,8,33,117.47,2019-10-23 16:14:52+00:00,2020-02-04 13:45:34+00:00,1,0,0.358695652173913,25.426678240740742,33,117.47,4,5,5,14,Champions
31782,342018482,56,27,12,6,11,94.72999999999999,2019-10-01 16:22:10+00:00,2020-02-10 20:19:50+00:00,1,0,0.19642857142857142,19.152881944444445,11,94.72999999999999,4,4,5,13,Champions
31795,342065932,70,5,36,3,26,80.75,2019-10-07 08:56:36+00:00,2019-10-09 08:40:05+00:00,1,0,0.37142857142857144,143.63881944444444,26,80.75,1,5,5,11,At-risk loyal buyers
31800,342079846,139,97,16,20,6,19.509999999999998,2019-11-05 12:05:33+00:00,2019-11-22 08:22:02+00:00,1,0,0.04316546762589928,99.65135416666666,6,19.509999999999998,2,3,2,7,Regular buyers
31801,342081905,20,6,7,1,6,64.26,2019-11-05 15:03:45+00:00,2019-11-12 06:31:41+00:00,1,0,0.3,109.72798611111111,6,64.26,1,3,4,8,Regular buyers
31803,342086890,14,4,2,6,2,27.41,2020-01-16 19:58:59+00:00,2020-01-16 20:16:33+00:00,1,0,0.14285714285714285,44.15516203703704,2,27.41,3,1,3,7,Regular buyers
31804,342095165,57,33,10,9,5,46.61,2019-11-26 10:57:11+00:00,2019-11-29 14:58:01+00:00,1,0,0.08771929824561403,92.37636574074074,5,46.61,2,2,4,8,Inactive buyers
31810,342111886,3,1,1,0,1,12.54,2019-10-03 08:54:43+00:00,2019-10-03 09:01:08+00:00,1,0,0.3333333333333333,149.62420138888888,1,12.54,1,1,1,3,Inactive buyers
31826,342166464,363,126,92,101,44,221.82000000000002,2019-10-01 10:20:53+00:00,2020-02-06 22:38:43+00:00,1,0,0.12121212121212122,23.056435185185187,44,221.82000000000002,4,5,5,14,Champions
31836,342227356,63,13,23,12,15,44.760000000000005,2020-01-28 08:27:32+00:00,2020-02-01 07:30:42+00:00,1,0,0.23809523809523808,28.687002314814816,15,44.760000000000005,4,4,4,12,Champions
31851,342273319,21,11,5,1,4,9.54,2019-11-27 08:53:04+00:00,2020-02-14 09:02:31+00:00,1,0,0.19047619047619047,15.62324074074074,4,9.54,4,2,1,7,New buyers
31856,342299516,372,97,90,176,9,49.94,2019-10-02 15:50:14+00:00,2019-12-10 23:52:30+00:00,1,0,0.024193548387096774,81.00519675925926,9,49.94,2,4,4,10,At-risk loyal buyers
31857,342301323,185,107,31,40,7,28.080000000000002,2019-10-03 21:15:52+00:00,2020-02-18 14:46:30+00:00,1,0,0.03783783783783784,11.384363425925926,7,28.080000000000002,5,3,3,11,Regular buyers
31860,342314103,43,34,5,1,3,11.84,2019-10-24 09:19:18+00:00,2020-01-28 09:28:14+00:00,1,0,0.06976744186046512,32.605381944444446,3,11.84,3,2,1,6,Regular buyers
31862,342317519,22,7,8,6,1,7.22,2019-11-22 10:12:56+00:00,2020-02-06 10:31:00+00:00,1,0,0.045454545454545456,23.561793981481483,1,7.22,4,1,1,6,New buyers
31866,342333743,166,75,50,24,17,117.28999999999999,2019-11-28 08:20:53+00:00,2019-12-11 08:08:15+00:00,1,0,0.10240963855421686,80.66092592592592,17,117.28999999999999,2,5,5,12,At-risk loyal buyers
31868,342336700,6,0,1,0,5,15.719999999999999,2019-10-27 06:43:36+00:00,2019-10-27 06:46:54+00:00,1,0,0.8333333333333334,125.71741898148149,5,15.719999999999999,1,2,2,5,Inactive buyers
31873,342344356,62,33,13,12,4,20.64,2019-11-26 08:59:33+00:00,2020-01-06 09:46:10+00:00,1,0,0.06451612903225806,54.59292824074074,4,20.64,3,2,2,7,Regular buyers
31878,342353810,520,370,64,57,29,87.89999999999999,2019-10-28 15:47:27+00:00,2020-02-01 09:07:03+00:00,1,0,0.05576923076923077,28.62009259259259,29,87.89999999999999,4,5,5,14,Champions
31881,34236465,17,2,1,3,11,28.19,2019-10-22 07:25:42+00:00,2019-11-02 00:07:26+00:00,1,0,0.6470588235294118,119.9948263888889,11,28.19,1,4,3,8,At-risk loyal buyers
31892,342416645,7,1,3,2,1,12.22,2019-10-31 21:52:02+00:00,2019-10-31 21:57:43+00:00,1,0,0.14285714285714285,121.08490740740741,1,12.22,1,1,1,3,Inactive buyers
31907,342451467,44,3,19,16,6,37.78,2019-12-04 10:12:15+00:00,2019-12-04 11:15:58+00:00,1,0,0.13636363636363635,87.53056712962963,6,37.78,2,3,3,8,Regular buyers
31908,342461330,68,56,6,2,4,13.72,2019-11-07 10:40:46+00:00,2020-02-14 07:57:53+00:00,1,0,0.058823529411764705,15.668125,4,13.72,4,2,1,7,New buyers
31930,342525783,21,6,11,0,4,10.32,2019-12-01 16:42:17+00:00,2019-12-19 16:26:57+00:00,1,0,0.19047619047619047,72.31460648148148,4,10.32,2,2,1,5,Inactive buyers
31931,342533211,310,101,82,107,20,53.16,2019-12-15 14:50:02+00:00,2020-02-27 17:46:27+00:00,1,0,0.06451612903225806,2.259398148148148,20,53.16,5,5,4,14,Champions
31932,342533704,16,10,3,0,3,16.58,2019-10-27 11:51:34+00:00,2019-12-11 17:54:49+00:00,1,0,0.1875,80.25358796296297,3,16.58,2,2,2,6,Inactive buyers
31933,342536684,5,3,1,0,1,43.03,2019-12-19 18:08:18+00:00,2020-02-27 20:34:54+00:00,1,0,0.2,2.1424189814814816,1,43.03,5,1,4,10,High-value occasional buyers
31942,342562343,8,2,3,0,3,10.540000000000001,2019-11-26 20:11:04+00:00,2019-11-27 13:56:49+00:00,1,0,0.375,94.41886574074074,3,10.540000000000001,2,2,1,5,Inactive buyers
31946,342573617,12,4,4,0,4,19.13,2019-12-17 10:36:57+00:00,2020-02-11 18:29:40+00:00,1,0,0.3333333333333333,18.229386574074073,4,19.13,4,2,2,8,New buyers
31973,342656718,121,79,26,2,14,57.3,2019-10-18 10:45:57+00:00,2020-02-27 07:22:59+00:00,1,0,0.11570247933884298,2.692361111111111,14,57.3,5,4,4,13,Champions
31975,342666067,67,33,15,12,7,44.589999999999996,2019-10-11 18:14:39+00:00,2020-02-07 16:12:17+00:00,1,0,0.1044776119402985,22.324791666666666,7,44.589999999999996,4,3,4,11,Regular buyers
31977,342674022,52,21,16,6,9,39.53,2019-12-23 14:26:50+00:00,2020-01-31 15:03:22+00:00,1,0,0.17307692307692307,29.372650462962962,9,39.53,4,4,3,11,Regular buyers
31981,342680289,40,13,16,3,8,58.43,2019-12-14 17:36:24+00:00,2020-02-28 22:23:18+00:00,1,0,0.2,1.0671412037037038,8,58.43,5,3,4,12,Regular buyers
31982,342696412,16,2,7,0,7,45.57,2019-10-05 06:42:37+00:00,2020-02-18 04:37:52+00:00,1,0,0.4375,11.807025462962963,7,45.57,4,3,4,11,Regular buyers
31984,342703778,10,4,3,0,3,10.24,2019-11-30 09:05:10+00:00,2019-11-30 11:18:47+00:00,1,0,0.3,91.5286111111111,3,10.24,2,2,1,5,Inactive buyers
31995,342772820,329,109,122,53,45,276.5,2019-10-05 18:02:08+00:00,2020-02-14 17:36:42+00:00,1,0,0.13677811550151975,15.266168981481481,45,276.5,4,5,5,14,Champions
31999,342792077,289,147,69,48,25,79.27,2019-11-17 19:08:46+00:00,2020-02-26 11:04:42+00:00,1,0,0.08650519031141868,3.5383912037037035,25,79.27,5,5,5,15,Champions
32009,342823756,154,80,36,29,9,53.05,2019-10-05 11:10:54+00:00,2019-12-25 20:17:55+00:00,1,0,0.05844155844155844,66.15421296296296,9,53.05,3,4,4,11,Regular buyers
32014,342839859,25,11,7,4,3,48.339999999999996,2019-12-08 12:49:52+00:00,2020-02-26 22:47:08+00:00,1,0,0.12,3.050590277777778,3,48.339999999999996,5,2,4,11,High-value occasional buyers
32015,342843543,9,1,4,2,2,79.78,2019-11-30 07:24:23+00:00,2019-11-30 07:53:51+00:00,1,0,0.2222222222222222,91.67092592592593,2,79.78,2,1,5,8,Inactive buyers
32025,342877159,36,22,8,2,4,41.17,2019-10-13 10:48:50+00:00,2020-01-28 05:32:36+00:00,1,0,0.1111111111111111,32.76901620370371,4,41.17,3,2,3,8,Regular buyers
32026,342881884,50,20,16,5,9,65.32,2019-11-07 12:40:09+00:00,2020-02-03 06:59:13+00:00,1,0,0.18,26.70886574074074,9,65.32,4,4,4,12,Champions
32036,342915599,234,151,43,25,15,37.85,2019-10-02 10:39:29+00:00,2020-01-02 23:08:19+00:00,1,0,0.0641025641025641,58.035879629629626,15,37.85,3,4,3,10,Regular buyers
32040,342923349,15,0,7,3,5,22.59,2020-02-28 08:21:12+00:00,2020-02-28 08:27:10+00:00,1,0,0.3333333333333333,1.6477893518518518,5,22.59,5,2,2,9,New buyers
32044,342928169,419,249,88,57,25,165.71999999999997,2019-10-02 08:17:34+00:00,2020-02-11 05:21:57+00:00,1,0,0.059665871121718374,18.776412037037037,25,165.71999999999997,4,5,5,14,Champions
32056,342961364,114,7,50,16,41,72.56,2019-10-03 18:47:21+00:00,2019-10-25 16:10:10+00:00,1,0,0.35964912280701755,127.32626157407407,41,72.56,1,5,4,10,At-risk loyal buyers
32061,342982750,7,1,2,0,4,20.5,2020-01-16 16:12:39+00:00,2020-01-16 19:10:19+00:00,1,0,0.5714285714285714,44.20115740740741,4,20.5,3,2,2,7,Regular buyers
32069,343015943,172,114,25,27,6,30.060000000000002,2019-11-22 09:25:17+00:00,2019-12-02 11:13:47+00:00,1,0,0.03488372093023256,89.53208333333333,6,30.060000000000002,2,3,3,8,Regular buyers
32071,343017356,445,319,49,71,6,30.85,2019-10-02 08:42:17+00:00,2020-02-29 11:13:57+00:00,1,0,0.01348314606741573,0.5319675925925926,6,30.85,5,3,3,11,Regular buyers
32077,343041637,18,8,5,1,4,30.71,2019-12-24 18:30:05+00:00,2019-12-26 11:52:53+00:00,1,0,0.2222222222222222,65.50493055555556,4,30.71,3,2,3,8,Regular buyers
32081,343049898,124,42,38,32,12,44.540000000000006,2019-10-31 20:58:08+00:00,2020-02-04 07:56:57+00:00,1,0,0.0967741935483871,25.668773148148148,12,44.540000000000006,4,4,4,12,Champions
32111,343149344,123,44,40,33,6,35.379999999999995,2019-11-24 20:25:57+00:00,2020-01-16 10:04:01+00:00,1,0,0.04878048780487805,44.58053240740741,6,35.379999999999995,3,3,3,9,Regular buyers
32112,343152376,43,10,4,2,27,145.43,2019-11-28 17:06:15+00:00,2019-11-28 17:19:07+00:00,1,0,0.627906976744186,93.27837962962963,27,145.43,2,5,5,12,At-risk loyal buyers
32113,343160097,71,30,22,9,10,17.3,2019-12-22 13:53:59+00:00,2019-12-25 06:24:47+00:00,1,0,0.14084507042253522,66.73277777777778,10,17.3,3,4,2,9,Regular buyers
32116,343173389,135,16,60,6,53,146.83,2020-01-22 08:09:39+00:00,2020-02-11 13:46:23+00:00,1,0,0.3925925925925926,18.426111111111112,53,146.83,4,5,5,14,Champions
32117,343175759,172,68,52,0,52,121.05,2019-10-06 17:02:59+00:00,2020-01-07 03:33:56+00:00,1,0,0.3023255813953488,53.85142361111111,52,121.05,3,5,5,13,Regular buyers
32127,343228719,442,243,94,93,12,48.4,2019-10-03 20:31:49+00:00,2020-02-03 11:59:48+00:00,1,0,0.027149321266968326,26.500127314814815,12,48.4,4,4,4,12,Champions
32131,343247862,950,489,229,215,17,87.93,2019-10-02 06:47:56+00:00,2020-02-11 17:33:52+00:00,1,0,0.017894736842105262,18.268136574074074,17,87.93,4,5,5,14,Champions
32133,343262435,23,13,5,3,2,7.11,2019-11-21 13:31:41+00:00,2020-02-03 10:24:40+00:00,1,0,0.08695652173913043,26.56619212962963,2,7.11,4,1,1,6,New buyers
32143,343291382,12,3,5,0,4,38.57,2019-12-24 17:38:02+00:00,2020-02-13 05:12:03+00:00,1,0,0.3333333333333333,16.783287037037038,4,38.57,4,2,3,9,New buyers
32153,343320891,201,102,45,30,24,56.94,2019-10-10 07:06:17+00:00,2020-01-04 06:15:33+00:00,1,0,0.11940298507462686,56.739189814814814,24,56.94,3,5,4,12,Regular buyers
32154,343324377,16,1,9,0,6,28.84,2019-11-09 19:05:19+00:00,2020-02-05 19:05:09+00:00,1,0,0.375,24.20474537037037,6,28.84,4,3,3,10,Regular buyers
32155,343326290,102,27,46,25,4,24.77,2019-10-24 07:35:40+00:00,2019-12-17 22:09:10+00:00,1,0,0.0392156862745098,74.07695601851852,4,24.77,2,2,2,6,Inactive buyers
32178,343403872,85,46,18,17,4,41.26,2020-02-13 22:13:23+00:00,2020-02-17 03:41:13+00:00,1,0,0.047058823529411764,12.84636574074074,4,41.26,4,2,3,9,New buyers
32180,343407936,110,28,43,3,36,99.01,2019-10-07 06:52:05+00:00,2020-02-01 21:32:59+00:00,1,0,0.32727272727272727,28.102083333333333,36,99.01,4,5,5,14,Champions
32181,343411256,449,229,111,91,18,56.5,2019-10-12 15:08:57+00:00,2020-02-02 07:28:58+00:00,1,0,0.0400890868596882,27.688206018518517,18,56.5,4,5,4,13,Champions
32183,343414076,41,11,15,4,11,57.84,2019-11-08 12:53:08+00:00,2020-02-14 09:10:39+00:00,1,0,0.2682926829268293,15.617592592592592,11,57.84,4,4,4,12,Champions
